resume_id,ground_truth_years,parsed_years,absolute_error,root_cause,raw_text_snippet
31552617,28,18.08333333333333,9.916666666666668,multiple date formats missed,Snippet unavailable
19302310,9,27.0,18.0,overlapping jobs double counted,Snippet unavailable
37660306,44,18.25,25.75,multiple date formats missed,Snippet unavailable
13087952,19,25.33333333333333,6.333333333333332,overlapping jobs double counted,Snippet unavailable
17481570,3,12.416666666666666,9.416666666666666,overlapping jobs double counted,Snippet unavailable
23939133,15,23.83333333333333,8.833333333333332,overlapping jobs double counted,Snippet unavailable
28772892,14,22.666666666666668,8.666666666666668,overlapping jobs double counted,Snippet unavailable
10909720,22,9.416666666666666,12.583333333333334,multiple date formats missed,Snippet unavailable
19786924,26,33.666666666666664,7.666666666666664,overlapping jobs double counted,Snippet unavailable
10504237,11,21.0,10.0,overlapping jobs double counted,Snippet unavailable
99244405,11,3.4166666666666665,7.583333333333334,multiple date formats missed,Snippet unavailable
45286020,41,29.33333333333333,11.666666666666668,multiple date formats missed,Snippet unavailable
27531694,13,33.916666666666664,20.916666666666664,overlapping jobs double counted,Snippet unavailable
27080812,27,32.583333333333336,5.583333333333336,overlapping jobs double counted,Snippet unavailable
29930479,18,28.25,10.25,overlapping jobs double counted,Snippet unavailable
19201175,3,10.0,7.0,overlapping jobs double counted,Snippet unavailable
46260230,18,14.583333333333334,3.416666666666666,multiple date formats missed,Snippet unavailable
34797369,21,7.75,13.25,multiple date formats missed,Snippet unavailable
52684666,5,17.416666666666668,12.416666666666668,overlapping jobs double counted,Snippet unavailable
29161565,5,13.916666666666666,8.916666666666666,overlapping jobs double counted,Snippet unavailable
29494962,25,19.33333333333333,5.666666666666668,multiple date formats missed,Snippet unavailable
32069695,21,28.666666666666668,7.666666666666668,overlapping jobs double counted,Snippet unavailable
