absolute_path,source,type,size_bytes,creation_timestamp,modification_timestamp
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\scipy\spatial\tests\data\pdist-minkowski-5.8-ml-iris.txt,data,txt,178802,2026-05-28 07:17:41,2026-05-28 07:17:41
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\scipy\spatial\tests\data\pdist-seuclidean-ml-iris.txt,data,txt,178802,2026-05-28 07:17:41,2026-05-28 07:17:41
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\scipy\spatial\tests\data\pdist-seuclidean-ml.txt,data,txt,3042,2026-05-28 07:17:41,2026-05-28 07:17:41
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\scipy\spatial\tests\data\pdist-spearman-ml.txt,data,txt,3042,2026-05-28 07:17:41,2026-05-28 07:17:41
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\scipy\spatial\tests\data\random-bool-data.txt,data,txt,6100,2026-05-28 07:17:41,2026-05-28 07:17:41
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\scipy\spatial\tests\data\random-double-data.txt,data,txt,75100,2026-05-28 07:17:41,2026-05-28 07:17:41
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\scipy\spatial\tests\data\random-int-data.txt,data,txt,10366,2026-05-28 07:17:41,2026-05-28 07:17:41
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\scipy\spatial\tests\data\random-uint-data.txt,data,txt,8811,2026-05-28 07:17:41,2026-05-28 07:17:41
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\scipy\spatial\tests\data\selfdual-4d-polytope.txt,data,txt,507,2026-05-28 07:17:41,2026-05-28 07:17:41
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\scipy-1.17.1.dist-info\LICENSE.txt,scipy-1.17.1.dist-info,txt,46756,2026-05-28 07:17:42,2026-05-28 07:17:42
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\setuptools\tests\config\setupcfg_examples.txt,config,txt,1912,2026-05-28 07:16:16,2026-05-28 07:16:16
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\setuptools\_vendor\jaraco\text\Lorem ipsum.txt,text,txt,1335,2026-05-28 07:16:16,2026-05-28 07:16:16
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\setuptools\_vendor\wheel-0.46.3.dist-info\licenses\LICENSE.txt,licenses,txt,1107,2026-05-28 07:16:16,2026-05-28 07:16:16
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\setuptools-81.0.0.dist-info\entry_points.txt,setuptools-81.0.0.dist-info,txt,2449,2026-05-28 07:16:16,2026-05-28 07:16:16
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\sklearn\datasets\images\china.jpg,images,jpg,196653,2026-05-28 07:19:52,2026-05-28 07:19:52
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\sklearn\datasets\images\flower.jpg,images,jpg,142987,2026-05-28 07:19:52,2026-05-28 07:19:52
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\sqlalchemy\dialects\type_migration_guidelines.txt,dialects,txt,8384,2026-05-28 07:17:28,2026-05-28 07:17:28
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\sympy\parsing\latex\LICENSE.txt,latex,txt,1075,2026-05-28 07:15:32,2026-05-28 07:15:32
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\sympy\plotting\tests\test_region_and.png,tests,png,6864,2026-05-28 07:15:33,2026-05-28 07:15:33
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\sympy\plotting\tests\test_region_not.png,tests,png,7939,2026-05-28 07:15:33,2026-05-28 07:15:33
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\sympy\plotting\tests\test_region_or.png,tests,png,8809,2026-05-28 07:15:33,2026-05-28 07:15:33
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\sympy\plotting\tests\test_region_xor.png,tests,png,10002,2026-05-28 07:15:33,2026-05-28 07:15:33
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\urllib3-2.7.0.dist-info\licenses\LICENSE.txt,licenses,txt,1093,2026-05-28 07:15:30,2026-05-28 07:15:30
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\win32\license.txt,win32,txt,1540,2026-05-28 07:15:13,2026-05-28 07:15:13
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\win32com\License.txt,win32com,txt,1569,2026-05-28 07:15:13,2026-05-28 07:15:13
C:\Users\krish\Documents\signalhire\backend\venv\Lib\site-packages\win32com\test\readme.txt,test,txt,815,2026-05-28 07:15:13,2026-05-28 07:15:13
C:\Users\krish\Documents\signalhire\hackathon_pipeline\ab_log.txt,hackathon_pipeline,txt,3422,2026-06-07 08:52:51,2026-06-07 08:52:51
C:\Users\krish\Documents\signalhire\hackathon_pipeline\domain_log.txt,hackathon_pipeline,txt,1518,2026-06-07 08:52:53,2026-06-07 08:52:53
C:\Users\krish\Documents\signalhire\hackathon_pipeline\e2e_output.txt,hackathon_pipeline,txt,5268,2026-06-07 08:52:53,2026-06-07 08:52:53
C:\Users\krish\Documents\signalhire\hackathon_pipeline\embed_log.txt,hackathon_pipeline,txt,7106,2026-06-07 08:52:53,2026-06-07 08:52:53
C:\Users\krish\Documents\signalhire\hackathon_pipeline\exp_log.txt,hackathon_pipeline,txt,1884,2026-06-07 08:52:53,2026-06-07 08:52:53
C:\Users\krish\Documents\signalhire\hackathon_pipeline\final_exp_log.txt,hackathon_pipeline,txt,5258,2026-06-07 08:52:53,2026-06-07 08:52:53
C:\Users\krish\Documents\signalhire\hackathon_pipeline\final_run_log.txt,hackathon_pipeline,txt,2234,2026-06-07 08:52:53,2026-06-07 08:52:53
C:\Users\krish\Documents\signalhire\hackathon_pipeline\heur_val_log.txt,hackathon_pipeline,txt,2418,2026-06-07 08:52:53,2026-06-07 08:52:53
C:\Users\krish\Documents\signalhire\hackathon_pipeline\labels_out.txt,hackathon_pipeline,txt,11180,2026-06-07 08:52:53,2026-06-07 08:52:53
C:\Users\krish\Documents\signalhire\hackathon_pipeline\query_exp_log.txt,hackathon_pipeline,txt,910,2026-06-07 08:52:53,2026-06-07 08:52:53
C:\Users\krish\Documents\signalhire\hackathon_pipeline\retrain_log.txt,hackathon_pipeline,txt,6410,2026-06-07 08:52:54,2026-06-07 08:52:54
C:\Users\krish\Documents\signalhire\hackathon_pipeline\review_new_Frontend_Engineer.txt,hackathon_pipeline,txt,10513,2026-06-07 08:52:54,2026-06-07 13:49:04
C:\Users\krish\Documents\signalhire\hackathon_pipeline\review_new_Sales_Manager.txt,hackathon_pipeline,txt,10649,2026-06-07 08:52:54,2026-06-07 13:50:08
C:\Users\krish\Documents\signalhire\hackathon_pipeline\review_new_Search_Engineer.txt,hackathon_pipeline,txt,11926,2026-06-07 08:52:54,2026-06-07 13:47:58
C:\Users\krish\Documents\signalhire\hackathon_pipeline\review_orig_Frontend_Engineer.txt,hackathon_pipeline,txt,10668,2026-06-07 08:52:54,2026-06-07 13:49:04
C:\Users\krish\Documents\signalhire\hackathon_pipeline\review_orig_Sales_Manager.txt,hackathon_pipeline,txt,10519,2026-06-07 08:52:54,2026-06-07 13:50:08
C:\Users\krish\Documents\signalhire\hackathon_pipeline\review_orig_Search_Engineer.txt,hackathon_pipeline,txt,12044,2026-06-07 08:52:54,2026-06-07 13:47:58
C:\Users\krish\Documents\signalhire\hackathon_pipeline\sales_forensics_output.txt,hackathon_pipeline,txt,14590,2026-06-07 08:52:54,2026-06-07 08:52:54
C:\Users\krish\Documents\signalhire\hackathon_pipeline\sim_out.txt,hackathon_pipeline,txt,2418,2026-06-07 08:52:54,2026-06-07 08:52:54
C:\Users\krish\Documents\signalhire\hackathon_pipeline\val_log.txt,hackathon_pipeline,txt,2124,2026-06-07 08:52:54,2026-06-07 08:52:54
C:\Users\krish\Documents\signalhire\scratch\ablation_results.txt,scratch,txt,7396,2026-06-07 08:52:54,2026-06-07 08:52:54
C:\Users\krish\Documents\signalhire\scratch\report.txt,scratch,txt,9252,2026-06-07 08:52:54,2026-06-07 08:52:54
C:\Users\krish\Documents\signalhire\screenshots\0_landing_page.png,screenshots,png,132829,2026-06-12 18:28:11,2026-06-12 18:54:52
C:\Users\krish\Documents\signalhire\screenshots\1_frontend_upload.png,screenshots,png,44313,2026-06-07 21:13:54,2026-06-07 21:13:54
C:\Users\krish\Documents\signalhire\screenshots\1_search_upload.png,screenshots,png,44313,2026-06-07 21:06:52,2026-06-07 21:15:45
C:\Users\krish\Documents\signalhire\screenshots\1_workspace.png,screenshots,png,147538,2026-06-12 18:28:30,2026-06-12 18:55:19
C:\Users\krish\Documents\signalhire\screenshots\2_frontend_processing.png,screenshots,png,30452,2026-06-07 21:13:56,2026-06-07 21:13:56
C:\Users\krish\Documents\signalhire\screenshots\2_reports.png,screenshots,png,39733,2026-06-12 18:28:33,2026-06-12 18:55:21
C:\Users\krish\Documents\signalhire\screenshots\2_search_processing.png,screenshots,png,29750,2026-06-07 21:07:24,2026-06-07 21:15:46
C:\Users\krish\Documents\signalhire\screenshots\ERROR_search_workspace.png,screenshots,png,32892,2026-06-07 21:13:53,2026-06-07 21:13:53
C:\Users\krish\Documents\signalhire\[PUB] India_runs_data_and_ai_challenge\India_runs_data_and_ai_challenge\candidates.jsonl,India_runs_data_and_ai_challenge,jsonl,487359903,2026-06-04 18:07:46,2026-06-07 08:52:49
C:\Users\krish\Documents\signalhire\[PUB] India_runs_data_and_ai_challenge\India_runs_data_and_ai_challenge\job_description.docx,India_runs_data_and_ai_challenge,docx,40225,2026-06-07 09:03:47,2026-06-07 09:03:47
C:\Users\krish\Documents\signalhire\[PUB] India_runs_data_and_ai_challenge\India_runs_data_and_ai_challenge\redrob_signals_doc.docx,India_runs_data_and_ai_challenge,docx,37170,2026-06-07 09:03:47,2026-06-07 09:03:47
C:\Users\krish\Documents\signalhire\[PUB] India_runs_data_and_ai_challenge\India_runs_data_and_ai_challenge\submission_spec.docx,India_runs_data_and_ai_challenge,docx,42707,2026-06-07 09:03:47,2026-06-07 09:03:47
C:\Users\krish\Documents\signalhire\__MACOSX\[PUB] India_runs_data_and_ai_challenge\India_runs_data_and_ai_challenge\._candidates.jsonl,India_runs_data_and_ai_challenge,jsonl,212,2026-06-07 08:52:49,2026-06-07 08:52:49
C:\Users\krish\Documents\signalhire\__MACOSX\[PUB] India_runs_data_and_ai_challenge\India_runs_data_and_ai_challenge\._job_description.docx,India_runs_data_and_ai_challenge,docx,212,2026-06-07 09:03:47,2026-06-07 09:03:47
C:\Users\krish\Documents\signalhire\__MACOSX\[PUB] India_runs_data_and_ai_challenge\India_runs_data_and_ai_challenge\._redrob_signals_doc.docx,India_runs_data_and_ai_challenge,docx,212,2026-06-07 09:03:47,2026-06-07 09:03:47
C:\Users\krish\Documents\signalhire\__MACOSX\[PUB] India_runs_data_and_ai_challenge\India_runs_data_and_ai_challenge\._submission_spec.docx,India_runs_data_and_ai_challenge,docx,212,2026-06-07 09:03:47,2026-06-07 09:03:47
